target_name,target_accession,tlen,query_name,query_accession,query_len,full_evalue,full_score,full_bias,domain_num,domain_total,domain_c_evalue,domain_i_evalue,domain_score,domain_bias,hmm_coord_from,hmm_coord_to,ali_coord_from,ali_coord_to,env_coord_from,env_coord_to,accuracy,description,full_query_name
Myosin_head,PF00063.17,677,Transcript_6319,-,905,7.2e-27,93.8,0.0,2,4,2.0,16000.0,-6.5,5.2,565,566,660,663,312,1002,0.58,Myosin head (motor domain),Transcript_6319.p1
Myosin_head,PF00063.17,677,Transcript_6319,-,905,7.2e-27,93.8,0.0,3,4,2.0,16000.0,-6.8,6.1,502,506,987,999,645,1233,0.57,Myosin head (motor domain),Transcript_6319.p1
Myosin_head,PF00063.17,677,Transcript_6319,-,905,7.2e-27,93.8,0.0,4,4,0.34,2800.0,-4.0,0.0,594,657,1479,1677,1458,1698,0.66,Myosin head (motor domain),Transcript_6319.p1
DIL,PF01843.15,104,Transcript_6319,-,905,1.5e-26,92.6,0.9,1,4,0.064,520.0,0.9,1.2,19,93,387,615,303,630,0.58,DIL domain,Transcript_6319.p1
DIL,PF01843.15,104,Transcript_6319,-,905,1.5e-26,92.6,0.9,2,4,0.59,4800.0,-2.3,0.1,53,82,810,897,741,969,0.54,DIL domain,Transcript_6319.p1
DIL,PF01843.15,104,Transcript_6319,-,905,1.5e-26,92.6,0.9,3,4,0.29,2400.0,-1.3,0.6,39,71,1071,1170,984,1242,0.57,DIL domain,Transcript_6319.p1
DIL,PF01843.15,104,Transcript_6319,-,905,1.5e-26,92.6,0.9,4,4,1.8e-30,1.5e-26,92.6,0.9,2,103,2136,2433,2133,2436,0.93,DIL domain,Transcript_6319.p1
Synaptobrevin,PF00957.17,89,Transcript_6319,-,116,1.8e-31,107.6,1.8,1,1,1.3e-35,2.1e-31,107.4,1.8,1,88,72,333,69,336,0.98,Synaptobrevin,Transcript_6319.p2
BCS1_N,PF08740.7,170,Transcript_6321,-,385,7.6e-42,143.1,0.1,1,1,2.2e-45,1.2e-41,142.5,0.1,16,170,12,468,3,468,0.93,BCS1 N terminal,Transcript_6321.p1
AAA,PF00004.25,132,Transcript_6321,-,385,2.7e-23,82.7,0.0,1,1,8.2e-27,4.5e-23,82.0,0.0,1,131,573,945,570,948,0.92,ATPase family associated with various cellular activities (AAA),Transcript_6321.p1
AAA_17,PF13207.2,122,Transcript_6321,-,385,5.2e-06,27.5,0.0,1,2,0.59,3200.0,-0.9,0.0,84,89,381,399,108,546,0.55,AAA domain,Transcript_6321.p1
AAA_17,PF13207.2,122,Transcript_6321,-,385,5.2e-06,27.5,0.0,2,2,4.7e-09,2.6e-05,25.2,0.0,2,65,573,768,570,969,0.6,AAA domain,Transcript_6321.p1
Ldh_1_C,PF02866.14,167,Transcript_6322,-,335,1.3e-57,194.2,0.1,1,3,0.62,5100.0,-2.9,0.0,22,50,51,132,21,153,0.71,"lactate/malate dehydrogenase, alpha/beta C-terminal domain",Transcript_6322.p1
Ldh_1_C,PF02866.14,167,Transcript_6322,-,335,1.3e-57,194.2,0.1,2,3,0.66,5400.0,-3.0,0.0,75,104,360,447,336,480,0.55,"lactate/malate dehydrogenase, alpha/beta C-terminal domain",Transcript_6322.p1
Ldh_1_C,PF02866.14,167,Transcript_6322,-,335,1.3e-57,194.2,0.1,3,3,4.5e-61,3.7e-57,192.8,0.0,0,167,492,993,492,993,0.97,"lactate/malate dehydrogenase, alpha/beta C-terminal domain",Transcript_6322.p1
Ldh_1_N,PF00056.19,141,Transcript_6322,-,335,9.1e-45,152.1,0.1,1,1,1.8e-48,1.5e-44,151.4,0.1,1,141,54,489,51,489,0.97,"lactate/malate dehydrogenase, NAD binding domain",Transcript_6322.p1
zf-CHY,PF05495.8,74,Transcript_6322,-,117,2e-12,47.3,10.9,1,1,1.9e-16,3.1e-12,46.7,10.9,0,72,48,279,48,285,0.9,CHY zinc finger,Transcript_6322.p2
HMG_box,PF00505.15,69,Transcript_6323,-,369,1.3e-17,63.8,1.2,1,1,2.7e-21,4.3e-17,62.1,1.2,0,69,27,249,27,249,0.89,HMG (high mobility group) box,Transcript_6323.p1
DEAD,PF00270.25,175,Transcript_6326,-,85,2e-09,37.3,0.0,1,1,1.5e-13,2.5e-09,37.0,0.0,118,174,12,165,3,168,0.88,DEAD/DEAH box helicase,Transcript_6326.p1
PAP2,PF01569.17,136,Transcript_6328,-,358,1.1e-18,67.2,3.0,1,1,1.6e-22,2.6e-18,66.0,3.0,4,133,180,549,171,555,0.93,PAP2 superfamily,Transcript_6328.p1
Peptidase_M1,PF01433.16,389,Transcript_6330,-,873,6.1e-151,503.0,3.2,1,2,7.5e-155,6.1e-151,503.0,3.2,1,389,63,1215,60,1215,0.98,Peptidase family M1,Transcript_6330.p1
Peptidase_M1,PF01433.16,389,Transcript_6330,-,873,6.1e-151,503.0,3.2,2,2,0.2,1600.0,-2.1,0.2,33,119,1413,1659,1404,1677,0.56,Peptidase family M1,Transcript_6330.p1
ERAP1_C,PF11838.4,288,Transcript_6330,-,873,1.1e-61,209.4,4.9,1,2,0.0013,10.0,6.0,0.1,2,19,351,402,351,468,0.87,ERAP1-like C-terminal domain,Transcript_6330.p1
ERAP1_C,PF11838.4,288,Transcript_6330,-,873,1.1e-61,209.4,4.9,2,2,5.6e-64,4.5e-60,204.1,1.3,0,288,1596,2541,1596,2541,0.9,ERAP1-like C-terminal domain,Transcript_6330.p1
Nop14,PF04147.8,831,Transcript_6331,-,317,2.2e-74,251.1,5.6,1,1,1.5e-78,2.5e-74,250.9,5.6,533,830,6,897,0,900,0.86,Nop14-like family,Transcript_6331.p1
Pyrophosphatase,PF00719.15,155,Transcript_6334,-,302,3.1e-55,186.1,0.3,1,1,2.5e-59,4.1e-55,185.7,0.3,0,155,177,726,177,726,0.97,Inorganic pyrophosphatase,Transcript_6334.p1
PGI,PF00342.15,486,Transcript_6335,-,555,2.5e-249,827.7,3.5,1,1,1.8e-253,2.9e-249,827.4,3.5,0,486,186,1641,186,1641,0.99,Phosphoglucose isomerase,Transcript_6335.p1
MMR_HSR1_Xtn,PF16897.1,106,Transcript_6336,-,176,3.9e-35,120.0,1.8,1,2,5.5e-39,4.5e-35,119.8,1.0,12,106,12,300,0,300,0.95,C-terminal region of MMR_HSR1 domain,Transcript_6336.p1
MMR_HSR1_Xtn,PF16897.1,106,Transcript_6336,-,176,3.9e-35,120.0,1.8,2,2,0.61,5000.0,-2.5,0.0,33,50,351,402,336,432,0.78,C-terminal region of MMR_HSR1 domain,Transcript_6336.p1
TGS,PF02824.17,60,Transcript_6336,-,176,2.5e-19,68.9,0.0,1,1,5.7e-23,4.6e-19,68.1,0.0,1,59,303,519,300,522,0.96,TGS domain,Transcript_6336.p1
IU_nuc_hydro,PF01156.15,270,Transcript_6337,-,358,1.6e-67,228.0,0.0,1,1,1.1e-71,1.8e-67,227.8,0.0,1,270,69,1041,66,1041,0.86,Inosine-uridine preferring nucleoside hydrolase,Transcript_6337.p1
DHHA2,PF02833.10,131,Transcript_6339,-,403,1.2e-30,106.6,0.0,1,1,2.9e-34,2.4e-30,105.6,0.0,0,131,747,1188,747,1188,0.91,DHHA2 domain,Transcript_6339.p1
DHH,PF01368.16,60,Transcript_6339,-,403,1.5e-08,34.7,0.0,1,1,3e-12,2.4e-08,34.0,0.0,1,59,105,609,102,612,0.68,DHH family,Transcript_6339.p1
VWA_2,PF13519.2,172,Transcript_6339,-,269,3.5e-07,30.5,0.0,1,1,3.4e-11,5.5e-07,29.9,0.0,1,148,15,474,12,513,0.83,von Willebrand factor type A domain,Transcript_6339.p2
GAF_2,PF13185.2,139,Transcript_6341,-,186,7.8e-12,45.5,0.0,1,1,1.9e-15,1.5e-11,44.5,0.0,15,134,198,534,66,540,0.65,GAF domain,Transcript_6341.p1
GAF,PF01590.22,130,Transcript_6341,-,186,1.8e-08,34.9,0.0,1,1,2.6e-12,2.1e-08,34.7,0.0,28,128,210,540,108,546,0.8,GAF domain,Transcript_6341.p1
Pkinase,PF00069.21,262,Transcript_6344,-,286,9.9e-60,201.9,0.1,1,1,1.7e-63,1.4e-59,201.4,0.1,43,261,9,705,3,708,0.92,Protein kinase domain,Transcript_6344.p1
Pkinase_Tyr,PF07714.13,260,Transcript_6344,-,286,5.9e-35,120.7,0.0,1,1,9.5e-39,7.7e-35,120.3,0.0,46,258,9,696,3,705,0.88,Protein tyrosine kinase,Transcript_6344.p1
ERG2_Sigma1R,PF04622.8,209,Transcript_6345,-,223,5.2e-95,316.6,0.9,1,1,3.8e-99,6.2e-95,316.3,0.9,6,209,39,660,15,660,0.94,ERG2 and Sigma1 receptor like protein,Transcript_6345.p1
HisKA,PF00512.21,64,Transcript_6346,-,117,2.4e-10,40.2,1.8,1,2,0.049,800.0,0.0,0.1,33,61,57,162,21,171,0.51,His Kinase A (phospho-acceptor) domain,Transcript_6346.p1
HisKA,PF00512.21,64,Transcript_6346,-,117,2.4e-10,40.2,1.8,2,2,2.4e-14,3.9e-10,39.5,0.2,1,52,186,345,183,351,0.88,His Kinase A (phospho-acceptor) domain,Transcript_6346.p1
DUF2401,PF10287.5,228,Transcript_6347,-,397,3e-82,275.5,1.4,1,1,4.9e-86,4e-82,275.1,1.4,0,227,312,1014,312,1017,0.96,Putative TOS1-like glycosyl hydrolase (DUF2401),Transcript_6347.p1
DUF2403,PF10290.5,63,Transcript_6347,-,397,9.5e-24,83.5,0.0,1,2,4.7e-27,3.8e-23,81.5,0.0,1,63,78,279,75,279,0.95,Glycine-rich protein domain (DUF2403),Transcript_6347.p1
DUF2403,PF10290.5,63,Transcript_6347,-,397,9.5e-24,83.5,0.0,2,2,1.3,10000.0,-3.1,0.0,33,46,957,996,945,999,0.78,Glycine-rich protein domain (DUF2403),Transcript_6347.p1
Microtub_bd,PF16796.1,283,Transcript_6348,-,180,7.5e-16,58.4,3.7,1,2,0.1,1600.0,-1.8,0.1,160,182,111,177,3,243,0.55,Microtubule binding,Transcript_6348.p1
Microtub_bd,PF16796.1,283,Transcript_6348,-,180,7.5e-16,58.4,3.7,2,2,4.6e-20,7.5e-16,58.4,3.7,3,90,264,528,255,540,0.93,Microtubule binding,Transcript_6348.p1
PLA2_B,PF01735.14,491,Transcript_6349,-,665,1.9e-233,775.1,3.5,1,1,1.5e-237,2.4e-233,774.8,3.5,0,491,294,1758,294,1758,1.0,Lysophospholipase catalytic domain,Transcript_6349.p1
DUF21,PF01595.16,184,Transcript_6350,-,568,1.2e-18,67.1,0.0,1,2,2e-22,3.3e-18,65.7,0.0,88,179,24,282,12,303,0.94,Domain of unknown function DUF21,Transcript_6350.p1
DUF21,PF01595.16,184,Transcript_6350,-,568,1.2e-18,67.1,0.0,2,2,0.46,7500.0,-3.9,0.0,132,153,354,417,351,432,0.82,Domain of unknown function DUF21,Transcript_6350.p1
Pribosyl_synth,PF14572.2,185,Transcript_6350,-,511,9.3e-42,143.0,1.2,1,1,9.1e-45,4.9e-41,140.7,1.2,0,184,864,1518,864,1521,0.87,Phosphoribosyl synthetase-associated domain,Transcript_6350.p2
Pribosyltran_N,PF13793.2,116,Transcript_6350,-,511,1.2e-35,121.8,0.0,1,2,6.9e-39,3.8e-35,120.2,0.0,0,96,57,345,57,450,0.92,N-terminal domain of ribose phosphate pyrophosphokinase,Transcript_6350.p2
Pribosyltran_N,PF13793.2,116,Transcript_6350,-,511,1.2e-35,121.8,0.0,2,2,0.74,4000.0,-2.4,0.0,27,57,1143,1242,1101,1284,0.65,N-terminal domain of ribose phosphate pyrophosphokinase,Transcript_6350.p2
Pribosyltran,PF00156.23,159,Transcript_6350,-,511,7.8e-13,48.1,0.5,1,2,3.1e-06,0.017,14.5,0.0,22,64,846,978,807,1002,0.82,Phosphoribosyl transferase domain,Transcript_6350.p2
Pribosyltran,PF00156.23,159,Transcript_6350,-,511,7.8e-13,48.1,0.5,2,2,2.4e-11,1.3e-07,31.2,0.3,55,119,1128,1308,1092,1395,0.85,Phosphoribosyl transferase domain,Transcript_6350.p2
PIR,PF00399.15,18,Transcript_6351,-,93,4.2e-08,32.4,11.3,1,2,2.6e-12,4.2e-08,32.4,11.3,0,18,66,120,66,120,0.96,Yeast PIR protein repeat,Transcript_6351.p1
PIR,PF00399.15,18,Transcript_6351,-,93,4.2e-08,32.4,11.3,2,2,0.052,850.0,-0.4,1.2,13,18,129,144,126,144,0.85,Yeast PIR protein repeat,Transcript_6351.p1
RFX_DNA_binding,PF02257.11,79,Transcript_6352,-,148,3.1e-18,66.1,0.0,1,1,2.7e-22,4.4e-18,65.6,0.0,38,77,3,120,0,126,0.96,RFX DNA-binding domain,Transcript_6352.p1
Nup_retrotrp_bd,PF10599.5,105,Transcript_6353,-,617,5.7e-35,120.2,25.5,1,5,1.0,16000.0,-43.5,56.6,36,84,735,858,45,960,0.8,Retro-transposon transporting motif,Transcript_6353.p1
Nup_retrotrp_bd,PF10599.5,105,Transcript_6353,-,617,5.7e-35,120.2,25.5,2,5,0.45,7200.0,-2.3,6.2,17,59,870,1008,852,1017,0.71,Retro-transposon transporting motif,Transcript_6353.p1
Nup_retrotrp_bd,PF10599.5,105,Transcript_6353,-,617,5.7e-35,120.2,25.5,3,5,1.0,16000.0,-4.8,25.9,13,68,999,1149,903,1194,0.65,Retro-transposon transporting motif,Transcript_6353.p1
Nup_retrotrp_bd,PF10599.5,105,Transcript_6353,-,617,5.7e-35,120.2,25.5,4,5,1.0,16000.0,-8.8,25.0,1,63,1188,1413,1185,1419,0.7,Retro-transposon transporting motif,Transcript_6353.p1
Nup_retrotrp_bd,PF10599.5,105,Transcript_6353,-,617,5.7e-35,120.2,25.5,5,5,3.5e-39,5.7e-35,120.2,25.5,0,105,1419,1848,1419,1848,0.99,Retro-transposon transporting motif,Transcript_6353.p1
TFR_dimer,PF04253.11,119,Transcript_6354,-,261,6.2e-24,84.3,0.0,1,1,6.1e-28,9.8e-24,83.6,0.0,0,118,354,738,354,741,0.96,Transferrin receptor-like dimerisation domain,Transcript_6354.p1
Nab6_mRNP_bdg,PF10567.5,317,Transcript_6355,-,904,2.2e-107,359.1,13.5,1,3,5.4e-111,2.2e-107,359.1,13.5,33,317,0,987,0,987,0.96,RNA-recognition motif,Transcript_6355.p1
Nab6_mRNP_bdg,PF10567.5,317,Transcript_6355,-,904,2.2e-107,359.1,13.5,2,3,0.13,520.0,-0.3,0.1,190,211,1713,1776,1680,2070,0.61,RNA-recognition motif,Transcript_6355.p1
Nab6_mRNP_bdg,PF10567.5,317,Transcript_6355,-,904,2.2e-107,359.1,13.5,3,3,1.4,5800.0,-3.7,0.7,271,307,2205,2319,2094,2412,0.49,RNA-recognition motif,Transcript_6355.p1
RRM_6,PF14259.2,66,Transcript_6355,-,904,7.8e-08,32.2,0.0,1,4,0.17,690.0,0.3,0.0,23,59,288,438,237,456,0.69,"RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)",Transcript_6355.p1
RRM_6,PF14259.2,66,Transcript_6355,-,904,7.8e-08,32.2,0.0,2,4,0.98,4000.0,-2.1,0.0,46,66,870,933,861,933,0.87,"RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)",Transcript_6355.p1
RRM_6,PF14259.2,66,Transcript_6355,-,904,7.8e-08,32.2,0.0,3,4,1.1e-06,0.0047,16.9,0.0,0,66,1269,1467,1269,1467,0.87,"RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)",Transcript_6355.p1
RRM_6,PF14259.2,66,Transcript_6355,-,904,7.8e-08,32.2,0.0,4,4,0.00023,0.93,9.5,0.0,11,54,1635,1758,1620,1779,0.83,"RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)",Transcript_6355.p1
RRM_5,PF13893.2,56,Transcript_6355,-,904,8.3e-07,29.3,0.0,1,3,0.4,1600.0,-0.5,0.0,34,55,879,942,867,942,0.86,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",Transcript_6355.p1
RRM_5,PF13893.2,56,Transcript_6355,-,904,8.3e-07,29.3,0.0,2,3,0.0055,22.0,5.5,0.0,11,55,1341,1476,1329,1479,0.77,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",Transcript_6355.p1
RRM_5,PF13893.2,56,Transcript_6355,-,904,8.3e-07,29.3,0.0,3,3,4.1e-07,0.0016,18.7,0.0,0,43,1644,1770,1644,1785,0.92,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",Transcript_6355.p1
RRM_1,PF00076.18,70,Transcript_6355,-,904,1.4e-06,27.8,0.0,1,3,0.045,180.0,1.9,0.0,25,60,459,573,453,588,0.84,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",Transcript_6355.p1
RRM_1,PF00076.18,70,Transcript_6355,-,904,1.4e-06,27.8,0.0,2,3,0.018,74.0,3.1,0.0,0,52,1269,1407,1269,1425,0.78,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",Transcript_6355.p1
RRM_1,PF00076.18,70,Transcript_6355,-,904,1.4e-06,27.8,0.0,3,3,5e-07,0.002,17.7,0.0,12,63,1638,1779,1632,1794,0.91,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",Transcript_6355.p1
CRM1_C,PF08767.7,321,Transcript_6356,-,651,1.9e-131,437.9,6.8,1,2,0.0093,150.0,1.2,0.9,131,175,378,531,354,666,0.58,CRM1 C terminal,Transcript_6356.p1
CRM1_C,PF08767.7,321,Transcript_6356,-,651,1.9e-131,437.9,6.8,2,2,1.2e-135,1.9e-131,437.9,6.8,0,320,855,1827,855,1830,0.99,CRM1 C terminal,Transcript_6356.p1
WHIM2,PF15613.2,37,Transcript_6357,-,459,3.4e-16,58.6,0.2,1,1,9.1e-20,7.4e-16,57.6,0.2,0,37,186,348,186,348,0.99,"WSTF, HB1, Itc1p, MBD9 motif 2",Transcript_6357.p1
WHIM3,PF15614.2,39,Transcript_6357,-,459,1.9e-08,33.7,4.4,1,2,2.4e-12,1.9e-08,33.7,4.4,0,39,618,735,618,735,0.99,"WSTF, HB1, Itc1p, MBD9 motif 3",Transcript_6357.p1
WHIM3,PF15614.2,39,Transcript_6357,-,459,1.9e-08,33.7,4.4,2,2,0.09,730.0,-0.1,0.8,22,33,786,819,783,828,0.87,"WSTF, HB1, Itc1p, MBD9 motif 3",Transcript_6357.p1
Aldedh,PF00171.18,462,Transcript_6359,-,501,7.9e-173,575.1,0.1,1,1,5.5e-177,9e-173,574.9,0.1,2,462,105,1488,99,1488,0.98,Aldehyde dehydrogenase family,Transcript_6359.p1
PfkB,PF00294.20,302,Transcript_6364,-,370,8.7e-10,38.2,0.0,1,1,7.2e-14,1.2e-09,37.8,0.0,176,294,588,981,363,990,0.81,pfkB family carbohydrate kinase,Transcript_6364.p1
Glyco_hydro_16,PF00722.17,177,Transcript_6366,-,508,1.5e-45,154.7,2.7,1,2,9.1e-50,1.5e-45,154.7,2.7,8,176,216,702,192,705,0.93,Glycosyl hydrolases family 16,Transcript_6366.p1
Glyco_hydro_16,PF00722.17,177,Transcript_6366,-,508,1.5e-45,154.7,2.7,2,2,1.0,16000.0,-14.3,14.9,40,41,1071,1074,864,1446,0.65,Glycosyl hydrolases family 16,Transcript_6366.p1
ubiquitin,PF00240.19,69,Transcript_6373,-,374,3.9e-23,80.6,0.1,1,1,1.4e-26,5.8e-23,80.1,0.1,4,68,30,222,18,225,0.94,Ubiquitin family,Transcript_6373.p1
Rad60-SLD,PF11976.4,72,Transcript_6373,-,374,2.1e-11,43.3,0.0,1,1,8.4e-15,3.4e-11,42.7,0.0,7,71,21,213,0,213,0.91,Ubiquitin-2 like Rad60 SUMO-like,Transcript_6373.p1
Rad60-SLD_2,PF13881.2,111,Transcript_6373,-,374,8.4e-06,25.7,0.1,1,1,5.5e-09,2.2e-05,24.4,0.1,4,106,6,273,0,285,0.82,Ubiquitin-2 like Rad60 SUMO-like,Transcript_6373.p1
Ubiquitin_2,PF14560.2,87,Transcript_6373,-,374,8.7e-06,26.0,0.0,1,1,4.5e-09,1.8e-05,25.0,0.0,7,85,24,225,3,231,0.87,Ubiquitin-like domain,Transcript_6373.p1
DnaJ_C,PF01556.14,123,Transcript_6374,-,367,5.2e-21,75.2,0.0,1,1,9.3e-25,7.5e-21,74.6,0.0,0,123,114,852,114,852,0.87,DnaJ C terminal domain,Transcript_6374.p1
DnaJ_CXXCXGXG,PF00684.15,67,Transcript_6374,-,367,2.1e-11,43.9,7.2,1,1,7.3e-15,5.9e-11,42.4,7.4,0,66,195,423,195,426,0.78,DnaJ central domain,Transcript_6374.p1
La,PF05383.13,59,Transcript_6374,-,276,2.2e-22,78.7,0.0,1,1,6e-26,4.8e-22,77.6,0.0,1,58,99,264,96,267,0.96,La domain,Transcript_6374.p2
RRM_1,PF00076.18,70,Transcript_6374,-,276,7.1e-08,32.0,0.2,1,2,0.28,2300.0,-1.6,0.0,35,47,42,78,30,111,0.77,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",Transcript_6374.p2
RRM_1,PF00076.18,70,Transcript_6374,-,276,7.1e-08,32.0,0.2,2,2,4.2e-11,3.4e-07,29.8,0.1,11,61,429,582,426,606,0.93,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",Transcript_6374.p2
PH,PF00169.25,106,Transcript_6375,-,639,1.5e-11,44.6,0.2,1,1,2.4e-15,4e-11,43.2,0.2,1,103,1263,1590,1260,1599,0.9,PH domain,Transcript_6375.p1
Mob1_phocein,PF03637.13,164,Transcript_6375,-,315,3.1e-65,219.0,0.1,1,1,2.6e-69,4.2e-65,218.6,0.1,1,164,390,912,387,912,0.95,Mob1/phocein family,Transcript_6375.p2
WW,PF00397.22,31,Transcript_6376,-,217,1.5e-11,43.9,3.6,1,1,2.5e-15,4e-11,42.5,3.6,1,31,48,138,45,138,0.98,WW domain,Transcript_6376.p1
Flavodoxin_1,PF00258.21,143,Transcript_6379,-,313,2.3e-08,34.2,0.0,1,1,2.3e-12,3.7e-08,33.6,0.0,0,100,618,936,618,939,0.84,Flavodoxin,Transcript_6379.p1
EXS,PF03124.10,302,Transcript_6380,-,353,1.5e-67,228.3,14.8,1,1,1.1e-71,1.7e-67,228.0,14.8,102,302,3,717,0,717,0.92,EXS family,Transcript_6380.p1
DUF1752,PF08550.6,28,Transcript_6381,-,179,5.1e-08,32.5,0.7,1,1,5.6e-12,9e-08,31.7,0.7,0,28,39,123,39,123,0.96,Fungal protein of unknown function (DUF1752),Transcript_6381.p1
Nup96,PF12110.4,290,Transcript_6382,-,533,2.7e-41,141.5,0.4,1,1,3.6e-44,5.9e-40,137.1,0.4,1,290,336,1104,333,1104,0.94,Nuclear protein 96,Transcript_6382.p1
FAD-oxidase_C,PF02913.15,250,Transcript_6383,-,588,5e-60,203.1,0.3,1,1,8.4e-64,6.8e-60,202.6,0.3,0,250,978,1722,978,1722,0.97,"FAD linked oxidases, C-terminal domain",Transcript_6383.p1
FAD_binding_4,PF01565.19,139,Transcript_6383,-,588,1.4e-36,125.1,0.0,1,1,3.5e-40,2.9e-36,124.1,0.0,0,138,450,870,450,873,0.96,FAD binding domain,Transcript_6383.p1
Leo1,PF04004.9,164,Transcript_6386,-,465,1.1e-47,161.8,0.2,1,3,0.67,11000.0,-4.0,2.1,154,155,165,168,39,318,0.61,Leo1-like protein,Transcript_6386.p1
Leo1,PF04004.9,164,Transcript_6386,-,465,1.1e-47,161.8,0.2,2,3,6.9e-52,1.1e-47,161.8,0.2,1,164,507,1005,504,1005,0.96,Leo1-like protein,Transcript_6386.p1
Leo1,PF04004.9,164,Transcript_6386,-,465,1.1e-47,161.8,0.2,3,3,0.1,1700.0,-1.4,6.6,12,54,1191,1320,1131,1359,0.45,Leo1-like protein,Transcript_6386.p1
DUF4782,PF16016.1,154,Transcript_6388,-,533,1.7e-35,122.6,0.2,1,1,4.9e-39,4e-35,121.4,0.2,1,154,735,1185,732,1185,0.91,Domain of unknown function (DUF4782),Transcript_6388.p1
GRAM,PF02893.16,69,Transcript_6388,-,533,1.3e-21,76.0,0.2,1,1,3.1e-25,2.5e-21,75.0,0.2,0,68,6,207,6,210,0.97,GRAM domain,Transcript_6388.p1
Lyase_1,PF00206.16,312,Transcript_6389,-,464,1.1e-95,320.5,0.0,1,1,1.9e-99,1.5e-95,320.0,0.0,0,312,30,921,30,921,0.99,Lyase,Transcript_6389.p1
ASL_C2,PF14698.2,70,Transcript_6389,-,464,2.2e-21,76.2,0.0,1,1,5.9e-25,4.8e-21,75.1,0.0,1,70,1107,1314,1107,1314,0.98,Argininosuccinate lyase C-terminal,Transcript_6389.p1
DUF1776,PF08643.6,296,Transcript_6389,-,367,8.9e-68,228.7,2.3,1,1,9.2e-72,1.5e-67,227.9,2.3,0,294,258,1014,258,1020,0.96,Fungal family of unknown function (DUF1776),Transcript_6389.p2
Flavokinase,PF01687.13,111,Transcript_6390,-,219,2e-27,95.5,0.0,1,1,1.8e-31,2.9e-27,95.0,0.0,10,111,168,618,156,618,0.94,Riboflavin kinase,Transcript_6390.p1
Utp12,PF04003.8,104,Transcript_6392,-,393,8.1e-20,71.0,1.0,1,1,7.7e-24,1.2e-19,70.4,1.0,0,101,591,894,591,903,0.95,Dip2/Utp12 Family,Transcript_6392.p1
SOR_SNZ,PF01680.13,207,Transcript_6394,-,298,6.3e-107,355.9,5.6,1,1,1e-110,8.1e-107,355.5,5.6,1,207,15,636,12,636,0.99,SOR/SNZ family,Transcript_6394.p1
ThiG,PF05690.10,247,Transcript_6394,-,298,5e-08,32.4,4.8,1,2,0.0082,67.0,2.5,0.4,139,191,96,270,39,306,0.66,Thiazole biosynthesis protein ThiG,Transcript_6394.p1
ThiG,PF05690.10,247,Transcript_6394,-,298,5e-08,32.4,4.8,2,2,1.7e-11,1.4e-07,31.0,0.2,165,224,582,765,564,777,0.89,Thiazole biosynthesis protein ThiG,Transcript_6394.p1
ADH_N,PF08240.8,109,Transcript_6396,-,349,2.7e-29,101.1,0.7,1,1,1.2e-32,6.5e-29,99.9,0.7,1,106,93,411,90,420,0.95,Alcohol dehydrogenase GroES-like domain,Transcript_6396.p1
ADH_zinc_N,PF00107.22,130,Transcript_6396,-,349,1.9e-26,92.4,1.6,1,1,5.2e-30,2.8e-26,91.8,1.6,0,129,543,930,543,933,0.98,Zinc-binding dehydrogenase,Transcript_6396.p1
ADH_zinc_N_2,PF13602.2,134,Transcript_6396,-,349,6.5e-06,27.1,0.1,1,1,2.2e-09,1.2e-05,26.2,0.1,5,134,654,1032,639,1032,0.73,Zinc-binding dehydrogenase,Transcript_6396.p1
Ras,PF00071.18,162,Transcript_6397,-,239,1.6e-61,206.5,0.2,1,1,4.8e-65,2e-61,206.2,0.2,0,161,87,570,87,573,0.99,Ras family,Transcript_6397.p1
Roc,PF08477.9,120,Transcript_6397,-,239,3.1e-34,117.6,0.1,1,1,1.2e-37,5e-34,117.0,0.1,0,120,87,435,87,435,0.91,"Ras of Complex, Roc, domain of DAPkinase",Transcript_6397.p1
Arf,PF00025.17,175,Transcript_6397,-,239,1.2e-13,50.8,0.0,1,1,4e-17,1.6e-13,50.3,0.0,14,175,84,567,63,567,0.83,ADP-ribosylation factor family,Transcript_6397.p1
MMR_HSR1,PF01926.19,110,Transcript_6397,-,239,3.1e-06,27.1,0.0,1,1,1.4e-09,5.6e-06,26.3,0.0,0,93,87,357,87,426,0.67,50S ribosome-binding GTPase,Transcript_6397.p1
CHZ,PF09649.6,37,Transcript_6397,-,181,1.9e-20,71.9,3.1,1,3,0.029,470.0,0.3,0.4,19,28,174,198,171,231,0.72,Histone chaperone domain CHZ,Transcript_6397.p2
CHZ,PF09649.6,37,Transcript_6397,-,181,1.9e-20,71.9,3.1,2,3,1.2e-24,1.9e-20,71.9,3.1,0,36,336,444,336,447,0.97,Histone chaperone domain CHZ,Transcript_6397.p2
